,Date,Location,Dead,Injured,Total,Description,dt,Suspects Dead,Suspects Injured,Year,Month,Day,loc,loc_name,loc_coords,lat,long,wrapped_descr,City,State
204,"February 22, 2019","Birmingham, Alabama",2,2,4,Two people were killed and two were injured in a shooting at a party in a home.[219],2019-02-22,0,0,2019,2,22,"Birmingham, Jefferson County, Alabama, USA","Birmingham, Jefferson County, Alabama, USA","(33.5206824, -86.8024326)",33.5206824,-86.8024326,"Two people were
killed and two were
injured in a
shooting at a party
in a home.[219]",Birmingham, Alabama
205,"February 21, 2019","Elizabethtown, Kentucky",2,2,4,Two people were killed and two others were found wounded in two separate shootings believed to be perpetrated by the same man.[220],2019-02-21,0,0,2019,2,21,"Elizabethtown, Hardin County, Kentucky, 42701, USA","Elizabethtown, Hardin County, Kentucky, 42701, USA","(37.693952, -85.8591285)",37.693952,-85.8591285,"Two people were
killed and two
others were found
wounded in two
separate shootings
believed to be
perpetrated by the
same man.[220]",Elizabethtown, Kentucky
206,"February 21, 2019","Baltimore, Maryland",1,4,5,"Officers on patrol responded to gunshots, and upon investigation discovered a deceased male and four wounded victims.[221]",2019-02-21,0,0,2019,2,21,"Baltimore, Maryland, 21203, USA","Baltimore, Maryland, 21203, USA","(39.2908816, -76.610759)",39.2908816,-76.610759,"Officers on patrol
responded to
gunshots, and upon
investigation
discovered a
deceased male and
four wounded
victims.[221]",Baltimore, Maryland
207,"February 21, 2019","Houston, Texas",2,2,4,A gunman perched on the roof of a home killed two and wounded two after an argument led to the incident.[222],2019-02-21,0,0,2019,2,21,"Houston, Harris County, Texas, USA","Houston, Harris County, Texas, USA","(29.7589382, -95.3676974)",29.7589382,-95.3676974,"A gunman perched on
the roof of a home
killed two and
wounded two after an
argument led to the
incident.[222]",Houston, Texas
208,"February 20, 2019","Covington, Tennessee",0,4,4,Three adults and a teenager were injured inside a home in a presumed targeted shooting.[223],2019-02-20,0,0,2019,2,20,"Covington, Tipton County, Tennessee, 38019, USA","Covington, Tipton County, Tennessee, 38019, USA","(35.5642474, -89.6464672)",35.5642474,-89.6464672,"Three adults and a
teenager were
injured inside a
home in a presumed
targeted
shooting.[223]",Covington, Tennessee
209,"February 18, 2019","Solon Township, Michigan",4,0,4,"A 28-year-old woman killed her three children, ages 8, 6 and 2, before killing herself.[224][225][226]",2019-02-18,1,0,2019,2,18,"Solon, Leelanau County, Michigan, USA","Solon, Leelanau County, Michigan, USA","(44.8094444, -85.7611935)",44.8094444,-85.7611935,"A 28-year-old woman
killed her three
children, ages 8, 6
and 2, before
killing herself.[224
][225][226]",Solon Township, Michigan
210,"February 17, 2019","Evansville, Indiana",0,5,5,Five people were wounded after shots were fired outside of a bar. Two suspects were taken into custody by police.[227],2019-02-17,0,0,2019,2,17,"Evansville, Vanderburgh County, Indiana, USA","Evansville, Vanderburgh County, Indiana, USA","(37.9747645, -87.5558483)",37.9747645,-87.5558483,"Five people were
wounded after shots
were fired outside
of a bar. Two
suspects were taken
into custody by
police.[227]",Evansville, Indiana
211,"February 17, 2019","Henderson, Texas",2,2,4,"Two people were wounded and two were killed in a shooting at an apartment complex. The suspect was later arrested in Bienville Parish, Louisiana.[228]",2019-02-17,0,0,2019,2,17,"Henderson, Rusk County, Texas, 75652, USA","Henderson, Rusk County, Texas, 75652, USA","(32.1532157, -94.7993802)",32.1532157,-94.7993802,"Two people were
wounded and two were
killed in a shooting
at an apartment
complex. The suspect
was later arrested
in Bienville Parish,
Louisiana.[228]",Henderson, Texas
212,"February 17, 2019","New Orleans, Louisiana",1,5,6,"After police attempted to arrest a suspect, a gunfight broke out, and led to one person being killed and five being wounded.[229]",2019-02-17,1,0,2019,2,17,"New Orleans, Orleans Parish, Louisiana, USA","New Orleans, Orleans Parish, Louisiana, USA","(29.9499323, -90.0701156)",29.9499323,-90.0701156,"After police
attempted to arrest
a suspect, a
gunfight broke out,
and led to one
person being killed
and five being
wounded.[229]",New Orleans, Louisiana
213,"February 16, 2019","Clinton, Mississippi",4,0,5,"Police responded to a domestic dispute at a residence; upon arrival, the suspect fired shots at officers leading to a 12-hour hostage standoff. Four people were killed, and the suspect was taken into custody and later died.[230]",2019-02-16,0,0,2019,2,16,"Clinton, Hinds County, Mississippi, USA","Clinton, Hinds County, Mississippi, USA","(32.3415342, -90.3217585)",32.3415342,-90.3217585,"Police responded to
a domestic dispute
at a residence; upon
arrival, the suspect
fired shots at
officers leading to
a 12-hour hostage
standoff. Four
people were killed,
and the suspect was
taken into custody
and later died.[230]",Clinton, Mississippi
214,"February 15, 2019","Aurora, Illinois",6,6,12,"Aurora, Illinois shooting: A man opened fire in his workplace, killing five employees, and injuring five police officers and a civilian before being killed by police.[231]",2019-02-15,1,0,2019,2,15,"Aurora, Kane County, Illinois, USA","Aurora, Kane County, Illinois, USA","(41.7571701, -88.3147539)",41.7571701,-88.3147539,"Aurora, Illinois
shooting: A man
opened fire in his
workplace, killing
five employees, and
injuring five police
officers and a
civilian before
being killed by
police.[231]",Aurora, Illinois
215,"February 14, 2019","Jacksonville, Florida",2,2,4,"After a fight broke out near a basketball court at a park, multiple people started shooting at each other. Two people were killed, and two were wounded.[232]",2019-02-14,0,0,2019,2,14,"Jacksonville, Duval County, Florida, USA","Jacksonville, Duval County, Florida, USA","(30.3321838, -81.655651)",30.3321838,-81.655651,"After a fight broke
out near a
basketball court at
a park, multiple
people started
shooting at each
other. Two people
were killed, and two
were wounded.[232]",Jacksonville, Florida
216,"February 11, 2019","Livingston, Texas",5,0,5,"A family member heard sounds of gunfire, and upon investigation, found four adults and one toddler deceased.[233]",2019-02-11,0,0,2019,2,11,"Livingston, Polk County, Texas, 77351-9998, USA","Livingston, Polk County, Texas, 77351-9998, USA","(30.711029, -94.9329898)",30.711029,-94.9329898,"A family member
heard sounds of
gunfire, and upon
investigation, found
four adults and one
toddler
deceased.[233]",Livingston, Texas
217,"February 9, 2019","Petersburg, Virginia",0,4,4,Four people were injured in a shooting outside of an apartment complex.[234],2019-02-09,0,0,2019,2,9,"Petersburg, Virginia, USA","Petersburg, Virginia, USA","(37.1924594, -77.3677408)",37.1924594,-77.3677408,"Four people were
injured in a
shooting outside of
an apartment
complex.[234]",Petersburg, Virginia
218,"February 6, 2019","Brooklyn, New York",1,3,4,A man was killed and three others were injured after a shooting in the lobby of an apartment building around 10:30 pm ET.[235],2019-02-06,0,0,2019,2,6,"BK, Kings County, NYC, New York, USA","BK, Kings County, NYC, New York, USA","(40.6501038, -73.9495823)",40.6501038,-73.9495823,"A man was killed and
three others were
injured after a
shooting in the
lobby of an
apartment building
around 10:30 pm
ET.[235]",Brooklyn, New York
219,"February 6, 2019","Cleveland, Ohio",1,3,4,One man was killed and three others were injured after a shooting broke out in Cleveland's Clark–Fulton neighborhood.[236],2019-02-06,0,0,2019,2,6,"Cleveland, Cuyahoga County, Ohio, USA","Cleveland, Cuyahoga County, Ohio, USA","(41.5051613, -81.6934446)",41.5051613,-81.6934446,"One man was killed
and three others
were injured after a
shooting broke out
in Cleveland's
Clark–Fulton
neighborhood.[236]",Cleveland, Ohio
220,"February 5, 2019","San Antonio, Texas",2,2,4,"A man and woman were killed and two others injured after the shooter kicked open an apartment door and shot inside, before fleeing.[237]",2019-02-05,0,0,2019,2,5,"San Antonio, Bexar County, Texas, USA","San Antonio, Bexar County, Texas, USA","(29.4246002, -98.4951405)",29.4246002,-98.4951405,"A man and woman were
killed and two
others injured after
the shooter kicked
open an apartment
door and shot
inside, before
fleeing.[237]",San Antonio, Texas
221,"February 4, 2019","Washington, D.C.",0,5,5,Four men and an elementary-school-age girl were injured in a shooting at a bus stop.[238],2019-02-04,0,0,2019,2,4,"Washington, D.C., USA","Washington, D.C., USA","(38.8950092, -77.0365625)",38.8950092,-77.0365625,"Four men and an
elementary-school-
age girl were
injured in a
shooting at a bus
stop.[238]",Washington, D.C.
222,"February 4, 2019","Baton Rouge, Louisiana",0,4,4,Four people were wounded in an early morning shooting.[239],2019-02-04,0,0,2019,2,4,"Baton Rouge, East Baton Rouge Parish, Louisiana, USA","Baton Rouge, East Baton Rouge Parish, Louisiana, USA","(30.4459596, -91.18738)",30.4459596,-91.18738,"Four people were
wounded in an early
morning
shooting.[239]",Baton Rouge, Louisiana
223,"February 3, 2019","Chicago, Illinois",2,5,7,"Around 2 am local time, two people were killed and five people were wounded in a drive-by shooting after a fight outside of a club.[240]",2019-02-03,0,0,2019,2,3,"Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,"Around 2 am local
time, two people
were killed and five
people were wounded
in a drive-by
shooting after a
fight outside of a
club.[240]",Chicago, Illinois
224,"February 1, 2019","San Diego, California",0,4,4,A fight broke out at a house party and shots were fired; four people were wounded.[241],2019-02-01,0,0,2019,2,1,"San Diego, San Diego County, California, USA","San Diego, San Diego County, California, USA","(32.7174209, -117.1627714)",32.7174209,-117.1627714,"A fight broke out at
a house party and
shots were fired;
four people were
wounded.[241]",San Diego, California
225,"January 28, 2019","Houston, Texas",2,4,6,Pecan Park Raid: Four police officers were shot while serving a warrant in southeast Houston. The two homeowners were killed.[242],2019-01-28,0,0,2019,1,28,"Houston, Harris County, Texas, USA","Houston, Harris County, Texas, USA","(29.7589382, -95.3676974)",29.7589382,-95.3676974,"Pecan Park Raid:
Four police officers
were shot while
serving a warrant in
southeast Houston.
The two homeowners
were killed.[242]",Houston, Texas
226,"January 27, 2019","Birmingham, Alabama",0,5,5,"Police responded to a call and discovered five people with gunshot wounds, along with two of the victims sustaining life-threatening injuries.[243]",2019-01-27,0,0,2019,1,27,"Birmingham, Jefferson County, Alabama, USA","Birmingham, Jefferson County, Alabama, USA","(33.5206824, -86.8024326)",33.5206824,-86.8024326,"Police responded to
a call and
discovered five
people with gunshot
wounds, along with
two of the victims
sustaining life-
threatening
injuries.[243]",Birmingham, Alabama
227,"January 26, 2019","Newark, New Jersey",1,3,4,"A gunman opened fire on individuals attending a candlelight vigil, killing one, and wounding three others.[244]",2019-01-26,0,0,2019,1,26,"Newark, Essex County, New Jersey, USA","Newark, Essex County, New Jersey, USA","(40.735657, -74.1723667)",40.735657,-74.1723667,"A gunman opened fire
on individuals
attending a
candlelight vigil,
killing one, and
wounding three
others.[244]",Newark, New Jersey
228,"January 26, 2019","Indianapolis, Indiana",0,5,5,"A man was asked to leave a bar; shortly after, he came back and shot five people, critically wounding two.[245]",2019-01-26,0,0,2019,1,26,"Indianapolis, Marion County, Indiana, 46204, USA","Indianapolis, Marion County, Indiana, 46204, USA","(39.7683331, -86.1583502)",39.7683331,-86.1583502,"A man was asked to
leave a bar; shortly
after, he came back
and shot five
people, critically
wounding two.[245]",Indianapolis, Indiana
229,"January 26, 2019","Albany, Georgia",0,4,4,"Two people were found with bullet wounds in front of a residence, and two more arrived at a hospital with gunshot injuries from the same shooting.[246]",2019-01-26,0,0,2019,1,26,"Albany, Dougherty County, Georgia, USA","Albany, Dougherty County, Georgia, USA","(31.5782062, -84.1556809)",31.5782062,-84.1556809,"Two people were
found with bullet
wounds in front of a
residence, and two
more arrived at a
hospital with
gunshot injuries
from the same
shooting.[246]",Albany, Georgia
230,"January 26, 2019","Ascension Parish and Livingston Parish, Louisiana",5,0,5,"January 2019 Louisiana shootings: A 21-year-old man killed five people, including his parents, in two parishes in Louisiana.[247] The suspect fled to Virginia and was arrested the next day.[248]",2019-01-26,0,0,2019,1,26,"Ascension Court, Livingston Trace, Lockhart, Livingston Parish, Louisiana, 70726, USA","Ascension Court, Livingston Trace, Lockhart, Livingston Parish, Louisiana, 70726, USA","(30.4428971, -90.9038556)",30.4428971,-90.9038556,"January 2019
Louisiana shootings:
A 21-year-old man
killed five people,
including his
parents, in two
parishes in
Louisiana.[247] The
suspect fled to
Virginia and was
arrested the next
day.[248]",Ascension Parish and Livingston Parish, Louisiana
231,"January 24, 2019","State College, Pennsylvania",4,1,5,"A man killed two people and injured one inside a local bar, then drove away and broke into a home and killed the homeowner before killing himself.[249]",2019-01-24,1,0,2019,1,24,"State College, Centre County, Pennsylvania, USA","State College, Centre County, Pennsylvania, USA","(40.7944504, -77.8616386)",40.7944504,-77.8616386,"A man killed two
people and injured
one inside a local
bar, then drove away
and broke into a
home and killed the
homeowner before
killing
himself.[249]",State College, Pennsylvania
232,"January 24, 2019","Rockmart, Georgia",4,1,5,A man killed four individuals and injured another in two separate shootings.[250],2019-01-24,0,0,2019,1,24,"Rockmart, Polk County, Georgia, 3-153, USA","Rockmart, Polk County, Georgia, 3-153, USA","(34.0026005, -85.0416133)",34.0026005,-85.0416133,"A man killed four
individuals and
injured another in
two separate
shootings.[250]",Rockmart, Georgia
233,"January 23, 2019","Sebring, Florida",5,0,5,2019 Sebring shooting: At least five people were killed in a hostage incident and shooting at a bank. The suspect was taken into custody by police.[251],2019-01-23,0,0,2019,1,23,"Sebring, Highlands County, Florida, 33870, USA","Sebring, Highlands County, Florida, 33870, USA","(27.4957453, -81.4410425)",27.4957453,-81.4410425,"2019 Sebring
shooting: At least
five people were
killed in a hostage
incident and
shooting at a bank.
The suspect was
taken into custody
by police.[251]",Sebring, Florida
234,"January 20, 2019","Miami, Florida",0,4,4,Three adults and a child were wounded in a shooting while attending a block party.[252],2019-01-20,0,0,2019,1,20,"Miami, Miami-Dade County, Florida, USA","Miami, Miami-Dade County, Florida, USA","(25.7742658, -80.1936589)",25.7742658,-80.1936589,"Three adults and a
child were wounded
in a shooting while
attending a block
party.[252]",Miami, Florida
235,"January 19, 2019","Gaffney, South Carolina",1,4,5,One person was killed and four others were wounded in a shooting at a nightclub.[253],2019-01-19,0,0,2019,1,19,"Gaffney, Cherokee County, South Carolina, 29342, USA","Gaffney, Cherokee County, South Carolina, 29342, USA","(35.0717945, -81.6498195)",35.0717945,-81.6498195,"One person was
killed and four
others were wounded
in a shooting at a
nightclub.[253]",Gaffney, South Carolina
236,"January 19, 2019","Jacksonville, Florida",3,2,5,A man killed two people and injured two more before killing himself.[254],2019-01-19,1,0,2019,1,19,"Jacksonville, Duval County, Florida, USA","Jacksonville, Duval County, Florida, USA","(30.3321838, -81.655651)",30.3321838,-81.655651,"A man killed two
people and injured
two more before
killing
himself.[254]",Jacksonville, Florida
237,"January 19, 2019","Lebanon, Pennsylvania",0,4,4,"In an apparent targeted shooting, four individuals were discovered shot in a building.[255]",2019-01-19,0,0,2019,1,19,"Lebanon, Lebanon County, Pennsylvania, USA","Lebanon, Lebanon County, Pennsylvania, USA","(40.3429683, -76.4233816)",40.3429683,-76.4233816,"In an apparent
targeted shooting,
four individuals
were discovered shot
in a building.[255]",Lebanon, Pennsylvania
238,"January 19, 2019","Chicago, Illinois",0,4,4,"Early in the morning, three women and a man were involved in a fight and were injured in the ensuing shooting.[256]",2019-01-19,0,0,2019,1,19,"Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,"Early in the
morning, three women
and a man were
involved in a fight
and were injured in
the ensuing
shooting.[256]",Chicago, Illinois
239,"January 19, 2019","Houston, Texas",3,2,5,Three people were killed and two more were injured by a homeowner in a possible attempted home invasion.[257],2019-01-19,0,0,2019,1,19,"Houston, Harris County, Texas, USA","Houston, Harris County, Texas, USA","(29.7589382, -95.3676974)",29.7589382,-95.3676974,"Three people were
killed and two more
were injured by a
homeowner in a
possible attempted
home invasion.[257]",Houston, Texas
240,"January 17, 2019","Owensboro, Kentucky",3,1,4,Three people were killed and another person was wounded in a shooting at a home. Two men were arrested in relation to the shooting.[258],2019-01-17,0,0,2019,1,17,"Owensboro, Daviess County, Kentucky, USA","Owensboro, Daviess County, Kentucky, USA","(37.7742152, -87.1133304)",37.7742152,-87.1133304,"Three people were
killed and another
person was wounded
in a shooting at a
home. Two men were
arrested in relation
to the
shooting.[258]",Owensboro, Kentucky
241,"January 16, 2019","Jacksonville, Florida",1,5,6,"A man was killed and five other people were injured in a shooting. The Mayor of Jacksonville described the shooting as gang-related, although this characterization has been disputed by the sister of the deceased man.[259]",2019-01-16,0,0,2019,1,16,"Jacksonville, Duval County, Florida, USA","Jacksonville, Duval County, Florida, USA","(30.3321838, -81.655651)",30.3321838,-81.655651,"A man was killed and
five other people
were injured in a
shooting. The Mayor
of Jacksonville
described the
shooting as gang-
related, although
this
characterization has
been disputed by the
sister of the
deceased man.[259]",Jacksonville, Florida
242,"January 16, 2019","Palmdale, California",3,1,4,Three people were killed and another one was wounded in a shooting.[260],2019-01-16,0,0,2019,1,16,"Palmdale, Los Angeles County, California, USA","Palmdale, Los Angeles County, California, USA","(34.5793131, -118.1171108)",34.5793131,-118.1171108,"Three people were
killed and another
one was wounded in a
shooting.[260]",Palmdale, California
243,"January 15, 2019","Little Rock, Arkansas",1,4,5,"An argument over a gun inside a local ice cream shop led to a shooting. One man was killed and four others, including the suspected shooter, were injured.[261]",2019-01-15,0,1,2019,1,15,"Little Rock, Arkansas, USA","Little Rock, Arkansas, USA","(34.7464809, -92.2895948)",34.7464809,-92.2895948,"An argument over a
gun inside a local
ice cream shop led
to a shooting. One
man was killed and
four others,
including the
suspected shooter,
were injured.[261]",Little Rock, Arkansas
244,"January 13, 2019","Phoenix, Arizona",1,5,6,"An argument at a motel escalated into a shooting. One person was killed, and five others were injured.[262]",2019-01-13,0,1,2019,1,13,"Phoenix, Maricopa County, Arizona, USA","Phoenix, Maricopa County, Arizona, USA","(33.4485866, -112.0773456)",33.4485866,-112.0773456,"An argument at a
motel escalated into
a shooting. One
person was killed,
and five others were
injured.[262]",Phoenix, Arizona
245,"January 6, 2019","Roswell, New Mexico",0,4,4,A man injured four people in a shooting following an argument at a party. He was arrested the same day.[263],2019-01-06,0,0,2019,1,6,"Roswell, Chaves County, New Mexico, USA","Roswell, Chaves County, New Mexico, USA","(33.3943282, -104.5229518)",33.3943282,-104.5229518,"A man injured four
people in a shooting
following an
argument at a party.
He was arrested the
same day.[263]",Roswell, New Mexico
246,"January 4, 2019","Hurt, Virginia",3,2,5,A man killed his wife and son in their home and injured two people who were inside a vehicle before killing himself.[264],2019-01-04,1,0,2019,1,4,"Hurt, Pittsylvania County, Virginia, USA","Hurt, Pittsylvania County, Virginia, USA","(37.0926426, -79.2964125)",37.0926426,-79.2964125,"A man killed his
wife and son in
their home and
injured two people
who were inside a
vehicle before
killing
himself.[264]",Hurt, Virginia
247,"January 4, 2019","Houston, Texas",1,3,4,A man injured his brother and two friends before being killed by a police officer.[265],2019-01-04,1,0,2019,1,4,"Houston, Harris County, Texas, USA","Houston, Harris County, Texas, USA","(29.7589382, -95.3676974)",29.7589382,-95.3676974,"A man injured his
brother and two
friends before being
killed by a police
officer.[265]",Houston, Texas
248,"January 4, 2019","Torrance, California",3,4,7,"An argument at the Torrance bowling alley escalated into a fight and three people were killed by gunshots, at least four others were wounded.  A suspect who was out of prison on parole has been arrested.[266]",2019-01-04,0,0,2019,1,4,"Torrance, Los Angeles County, California, USA","Torrance, Los Angeles County, California, USA","(33.8358492, -118.3406288)",33.8358492,-118.3406288,"An argument at the
Torrance bowling
alley escalated into
a fight and three
people were killed
by gunshots, at
least four others
were wounded.  A
suspect who was out
of prison on parole
has been
arrested.[266]",Torrance, California
249,"January 3, 2019","Texas City, Texas",3,1,4,Three children under the age of six were found deceased along with a wounded woman in an apparent home invasion.[267],2019-01-03,0,0,2019,1,3,"Texas City, Galveston County, Texas, USA","Texas City, Galveston County, Texas, USA","(29.383845, -94.9027002)",29.383845,-94.9027002,"Three children under
the age of six were
found deceased along
with a wounded woman
in an apparent home
invasion.[267]",Texas City, Texas
250,"January 2, 2019","Jonesboro, Arkansas",1,3,4,A 16-year-old boy was killed and three others were wounded during a home invasion.[268],2019-01-02,0,0,2019,1,2,"Jonesboro, Craighead County, Arkansas, USA","Jonesboro, Craighead County, Arkansas, USA","(35.8428646, -90.7034522)",35.8428646,-90.7034522,"A 16-year-old boy
was killed and three
others were wounded
during a home
invasion.[268]",Jonesboro, Arkansas
251,"January 1, 2019","Columbia, South Carolina",0,5,5,Five people were shot and wounded outside of a nightclub around 6am local time.[269],2019-01-01,0,0,2019,1,1,"Columbia, Richland County, South Carolina, USA","Columbia, Richland County, South Carolina, USA","(34.0007493, -81.0343313)",34.0007493,-81.0343313,"Five people were
shot and wounded
outside of a
nightclub around 6am
local time.[269]",Columbia, South Carolina
252,"January 1, 2019","Tallahassee, Florida",0,5,5,Five people were shot and wounded around 3am local time at the University Village Shopping Center.[270],2019-01-01,0,0,2019,1,1,"Tallahassee, Leon County, Florida, USA","Tallahassee, Leon County, Florida, USA","(30.4380832, -84.2809332)",30.4380832,-84.2809332,"Five people were
shot and wounded
around 3am local
time at the
University Village
Shopping
Center.[270]",Tallahassee, Florida
